"dwc.scientificName","freq"
"Ancistrus cirrhosus",31
"Arius aguadulce",31
"Barbus leiacanthus",31
"Chrysophrys major",31
"Cichlasoma trimaculatum",31
"Clupanodon punctatus",31
"Gambusia holbrooki",31
"Hyporhamphus sajori",31
"Laides longibarbis",31
"Lepidogobius lepidus",31
"Macrhybopsis gelida",31
"Mesonauta festivus",31
"Mollienesia sphenops macrura",31
"Mylio macrocephalus",31
"Nemipterus sp.",31
"Notropis amabilis",31
"Oligocottus rimensis",31
"Osteochilus melanopleura",31
"Plecoglossus altivelis",31
"Poeciliopsis hnilickai",31
"Porichthys flavidus",31
"Rastrelliger kanagurta",31
"Relictus solitarius",31
"Scorpaena brasiliensis",31
"Sebastes pachycephalus",31
"Suggrundus meerdervoorti",31
"Astyanax lineatus",30
"Bedotia sp.",30
"Centropristis striata",30
"Cichlasoma macracanthum",30
"Clinocottus recalvus",30
"Coryphopterus glaucofraenum",30
"Epinephelus fulvus",30
"Etheostoma atripinne",30
"Gambusia senilis",30
"Gazza minuta",30
"Gibbonsia montereyensis",30
"Gila pandora",30
"Henicorhynchus lobatus",30
"Homaloptera smithi",30
"Hoplosternum littorale",30
"Inimicus japonicus",30
"Lepisosteus osseus subsp. oxyurus",30
"Leuresthes tenuis",30
"Lutjanus vitta",30
"Macrognathus semiocellatus",30
"Nocomis effusus",30
"Notropis baileyi",30
"Oligocottus rubellio",30
"Osteochilus microcephalus",30
"Paratilapia polleni",30
"Platichthys stellatus",30
"Potamorrhaphis guianensis",30
"Pseudotropheus tropheops",30
"Roeboides descalvadensis",30
"Siganus sp.",30
"Sikukia gudgeri",30
"Sphoeroides pardalis",30
"Trinectes maculatus",30
"Trinectes maculatus fasciatus",30
"Upeneus sp.",30
"Achirus lineatus brachialis",29
"Atherinella alvarezi",29
"Cebidichthys violaceus",29
"Cichlasoma affine",29
"Clupea harengus",29
"Dermogenys pusilla",29
"Dionda melanops",29
"Gibbonsia elegans elegans",29
"Gila conspersa",29
"Haemulon parrai",29
"Halichoeres poecilopterus",29
"Hemilepidotus jordani",29
"Menticirrhus saxatilis",29
"Moenkhausia intermedia",29
"Morulius chrysophekadion",29
"Mustelus manazo",29
"Notropis volucellus subsp. nocomis",29
"Oligolepis acutipennis",29
"Phanerodon furcatus",29
"Plotosus anguillaris",29
"Plotosus canius",29
"Poecilia sp.",29
"Poeciliopsis turrubarensis",29
"Saurida sp.",29
"Scaphiodonichthys acanthopterus",29
"Scartella cristata",29
"Sparisoma radians",29
"Strongylura hubbsi",29
"Syngnathus schlegeli",29
"Trinectes fonsecensis",29
"Allotoca dugesi",28
"Aplocheilus panchax",28
"Botia sp.",28
"Carangoides malabaricus",28
"Chirostoma sp.",28
"Cichlasoma dowi",28
"Cichlasoma managuense",28
"Cobitis taenia",28
"Coregonus nipigon",28
"Diplectrum formosum",28
"Eleotris picta",28
"Epinephelus striatus",28
"Gila robusta intergrade",28
"Hexagrammos agrammus",28
"Lepomis microlophus subsp. microlophus",28
"Microgobius gulosus",28
"Moenkhausia lepidura",28
"Muraenesox cinereus",28
"Myoxocephalus aeneus",28
"Nocomis platyrhynchus",28
"Noturus albater",28
"Polyodon spathula",28
"Prionotus carolinus",28
"Scatophagus argus",28
"Thalassoma bifasciatum",28
"Urophycis floridanus",28
"Artedius harringtoni",27
"Atule mate",27
"Caranx latus",27
